url,label
http://www.vimeo.com/21467456,0
http://www.vimeo.com/21943036,0
http://www.vimeo.com/22059788,0
http://www.vimeo.com/22449921,0
http://www.vimeo.com/22696264,0
http://www.vimeo.com/22763405,0
http://www.vimeo.com/22948357,0
http://www.vimeo.com/23025627,0
http://www.vimeo.com/23120288,0
http://www.vimeo.com/23219164,0
http://www.vimeo.com/23244552,0
http://www.vimeo.com/2331306,0
http://www.vimeo.com/23589427,0
http://www.vimeo.com/23660357,0
http://www.vimeo.com/23663955,0
http://www.vimeo.com/23875511,0
http://www.vimeo.com/24006723,0
http://www.vimeo.com/24045792,0
http://www.vimeo.com/24230531,0
http://www.vimeo.com/24284606,0
http://www.vimeo.com/24435620,0
http://www.vimeo.com/24460703,0
http://www.vimeo.com/24696563,0
http://www.vimeo.com/24781335,0
http://www.vimeo.com/2481890,0
http://www.vimeo.com/25023647,0
http://www.vimeo.com/2506780,0
http://www.vimeo.com/25148961,0
http://www.vimeo.com/2522942,0
http://www.vimeo.com/2543056,0
http://www.vimeo.com/25466203,0
http://www.vimeo.com/2553737,0
http://www.vimeo.com/25722671,0
http://www.vimeo.com/25785064,0
http://www.vimeo.com/25887204,0
http://www.vimeo.com/26111637,0
http://www.vimeo.com/26138933,0
http://www.vimeo.com/2621339,0
http://www.vimeo.com/26262427,0
http://www.vimeo.com/26378195,0
http://www.vimeo.com/26672688,0
http://www.vimeo.com/26945765,0
http://www.vimeo.com/26959641,0
http://www.vimeo.com/27018832,0
http://www.vimeo.com/27051802,0
http://www.vimeo.com/2705947,0
http://www.vimeo.com/27130812,0
http://www.vimeo.com/27166488,0
http://www.vimeo.com/27491171,0
http://www.vimeo.com/27767613,0
http://www.vimeo.com/27831743,0
http://www.vimeo.com/27902815,0
http://www.vimeo.com/27911744,0
http://www.vimeo.com/27957968,0
http://www.vimeo.com/27985125,0
http://www.vimeo.com/28020377,0
http://www.vimeo.com/28040502,0
http://www.vimeo.com/28068198,0
http://www.vimeo.com/28132501,0
http://www.vimeo.com/28215738,0
http://www.vimeo.com/2831688,0
http://www.vimeo.com/28358704,0
http://www.vimeo.com/28404050,0
http://www.vimeo.com/28424837,0
http://www.vimeo.com/28743490,0
http://www.vimeo.com/28750232,0
http://www.vimeo.com/28813347,0
http://www.vimeo.com/29119122,0
http://www.vimeo.com/29124029,0
http://www.vimeo.com/29124634,0
http://www.vimeo.com/2920573,0
http://www.vimeo.com/29323114,0
http://www.vimeo.com/29419119,0
http://www.vimeo.com/29607465,0
http://www.vimeo.com/29694044,0
http://www.vimeo.com/29709583,0
http://www.vimeo.com/29872842,0
http://www.vimeo.com/2987422,0
http://www.vimeo.com/29958301,0
http://www.vimeo.com/2996884,0
http://www.vimeo.com/30033856,0
http://www.vimeo.com/30131755,0
http://www.vimeo.com/30338893,0
http://www.vimeo.com/30381214,0
http://www.vimeo.com/30504017,0
http://www.vimeo.com/30648177,0
http://www.vimeo.com/30666333,0
http://www.vimeo.com/30814972,0
http://www.vimeo.com/31012822,0
http://www.vimeo.com/31043983,0
http://www.vimeo.com/31056386,0
http://www.vimeo.com/31155074,0
http://www.vimeo.com/31160019,0
http://www.vimeo.com/31167696,0
http://www.vimeo.com/31191061,0
http://www.vimeo.com/31213734,0
http://www.vimeo.com/31363381,0
http://www.vimeo.com/31436848,0
http://www.vimeo.com/31467018,0
http://www.vimeo.com/31575726,0
http://www.vimeo.com/31577167,0
http://www.vimeo.com/31607708,0
http://www.vimeo.com/31615650,0
http://www.vimeo.com/31726365,0
http://www.vimeo.com/31726394,0
http://www.vimeo.com/31769871,0
http://www.vimeo.com/31809412,0
http://www.vimeo.com/31874211,0
http://www.vimeo.com/31943703,0
http://www.vimeo.com/31977605,0
http://www.vimeo.com/32145541,0
http://www.vimeo.com/32208566,0
http://www.vimeo.com/32465563,0
http://www.vimeo.com/3256298,0
http://www.vimeo.com/32583268,0
http://www.vimeo.com/3636691,0
http://www.vimeo.com/3827597,0
http://www.vimeo.com/3930433,0
http://www.vimeo.com/4049406,0
http://www.vimeo.com/4104663,0
http://www.vimeo.com/4143503,0
http://www.vimeo.com/4225430,0
http://www.vimeo.com/4894256,0
http://www.vimeo.com/4895849,0
http://www.vimeo.com/5081159,0
http://www.vimeo.com/5274733,0
http://www.vimeo.com/5495191,0
http://www.vimeo.com/5516895,0
http://www.vimeo.com/5665994,0
http://www.vimeo.com/5898495,0
http://www.vimeo.com/6268440,0
http://www.vimeo.com/6627475,0
http://www.vimeo.com/6629582,0
http://www.vimeo.com/6646695,0
http://www.vimeo.com/6681658,0
http://www.vimeo.com/6743274,0
http://www.vimeo.com/6794723,0
http://www.vimeo.com/6919397,0
http://www.vimeo.com/701910,0
http://www.vimeo.com/7137374,0
http://www.vimeo.com/7227450,0
http://www.vimeo.com/7253462,0
http://www.vimeo.com/7288942,0
http://www.vimeo.com/7302290,0
http://www.vimeo.com/7336617,0
http://www.vimeo.com/7338785,0
http://www.vimeo.com/7349093,0
http://www.vimeo.com/7407594,0
http://www.vimeo.com/7441981,0
http://www.vimeo.com/7556283,0
http://www.vimeo.com/7740074,0
http://www.vimeo.com/7774319,0
http://www.vimeo.com/7909663,0
http://www.vimeo.com/8230941,0
http://www.vimeo.com/8376177,0
http://www.vimeo.com/8803987,0
http://www.vimeo.com/9002076,0
http://www.vimeo.com/9082685,0
http://www.vimeo.com/9138584,0
http://www.vimeo.com/9145932,0
http://www.vimeo.com/9156541,0
http://www.vimeo.com/9161689,0
http://www.vimeo.com/9187305,0
http://www.vimeo.com/9287522,0
http://www.vimeo.com/9334634,0
http://www.vimeo.com/9425680,0
http://www.vimeo.com/9513993,0
http://www.vimeo.com/9520660,0
http://www.vimeo.com/9710998,0
http://www.vimeo.com/9755986,0
http://www.vimeo.com/9871067,0
http://www.vimeo.com/9928343,0
http://www.vimeo.com/994777,0
http://www.vimeo.com/audiogram,0
http://www.vimeo.com/channels/ailey,0
http://www.vimeo.com/channels/sidleebootcamp2011,0
http://www.vimeo.com/columbiarecords,0
http://www.vimeo.com/cstrecords,0
http://www.vimeo.com/evelynvaccaro,0
http://www.vimeo.com/gvanier,0
http://www.vimeo.com/jamiebrooks,0
http://www.vimeo.com/kevinmcdonald,0
http://www.vimeo.com/kfog,0
http://www.vimeo.com/knbr,0
http://www.vimeo.com/kuathletics,0
http://www.vimeo.com/nicolasgirard,0
http://www.vimeo.com/paperthickwalls,0
http://www.vimeo.com/robertleger,0
http://www.vimeo.com/tag:télé-québec,0
http://www.vimeo.com/toofor7,0
http://www.vimeo.com/towerofpower,0
http://www.vimeo.com/tsurufoto,0
http://www.vimeo.com/user1729957,0
http://www.vimeo.com/user2360131,0
http://www.vimeo.com/user5073229,0
http://www.vimeo.com/user5188102,0
http://www.vimeo.com/user5188102/videos,0
http://www.vimeo.com/user621760,0
http://www.vimeo.com/user633973,0
http://www.vimeo.com/yfe,0
http://www.vimp.hi2.ro/HJghjb54,1
http://www.vimperk-haselburg.cz/kf27u5,1
http://www.vimusic.net,1
http://www.vimvivenci.com.br/Achivement/art/index.php,1
http://www.vimvivenci.com.br/assinaturas/art/,1
http://www.vimvivenci.com.br/dma/fresh/index.php,1
http://www.vimvivenci.com.br/images/PDF/PDF,1
http://www.vimvivenci.com.br/js/flash/second.php,1
http://www.vimvivenci.com.br/skin/install/default/jarmoe/aol.index.htm,1
http://www.vimvivenci.com.br/skin/install/default/server/aol.index.htm,1
http://www.vinaamsteel.vn/chaseonline/,1
http://www.vinabuhmwoo.com/64vvi,1
http://www.vinabuhmwoo.com/69udv,1
http://www.vinaledge.com/weirdocd.html,0
http://www.vinarium-france.com/www/en/winery/winery/10377_pierre-yves_perthuy.html,0
